PeopleInterested,audiobookPrice,author,category,ebookPrice,paperPrice,publisher,score,title
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - 300 tysięcy w nowych banknotach (Tom 4) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Dziwny wypadek (Tom 3) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Bilet do Frankfurtu (Tom 18) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Zamknąć za sobą drzwi (Tom 19) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Przerwany urlop (Tom 21) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Złocisty (Tom 20) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Rozkład jazdy i inne nowele kryminalne (Tom 8-14) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - 21 opowiadań na motywach scenariuszy serialu 07 zgłoś się (Tom 1-21) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Morderca działa nocą i inne nowele kryminalne (Tom 15-21) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - 24 godziny śledztwa i inne nowele kryminalne (Tom 1-7) 
,,Mari Jungstedt,Kryminał,,,Audioclub,,Niewypowiedziany 
,,Robert Nowak,Kryminał,,,Witanet,,Schodzić na pieseły 
,,Tomasz Mackiewicz,Kryminał,"20,00",,Rozpisani.pl,,Żart 
,,Tammira Skuld,Kryminał,,,Witanet,,Kroniki Grega Meyera. Tom I. Transformacja 
,,Dominika Dudziak,Kryminał,,,Witanet,,Bliźniaczka 
,,Gober,Kryminał,"39,00",,Rozpisani.pl,,Trzy sumienia 
,,Roman Kania,Kryminał,,,Red book,,Walcząc z systemem 
,,Mary Elizabeth Braddon,Kryminał,,,Zysk i S-ka,,Tajemnica lady Audley 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Rycerze mroku 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Upiorny dom 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Czarny adept 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,"Człowiek, który zapomniał swego nazwiska "
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Salon baronowej Wiery 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Sekta diabła 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Niebezpieczna kochanka 
,,Stanisław Wotowski,Kryminał,,,Saga Egmont,,Półświatek 
,,Witold J. Ławrynowicz,Kryminał,,,"Fundacja ""Wolne Dźwięki""",,Renegat 
,,Maja Wolny,Kryminał,,,Wisła Story,,Czarne liście 
,,Tatiana Polakowa,Kryminał,,,Rea-SJ,,"Przedziwne są Twe dzieła, Panie "
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Morderca działa nocą (Tom 17) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Ślad rękawiczki (Tom 16) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Skok śmierci (Tom 15) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Strzał na dancingu (Tom 13) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Ścigany przez samego siebie (Tom 12) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Rozkład jazdy (Tom 9) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Dlaczego pan zabił moją mamę? (Tom 8) 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Wisior (Tom 2) 
,,Arthur Conan Doyle,Kryminał,,,Wymownia,,3 ebooki: Pies Baskerville'ów z angielskim. Literacki kurs językowy 
,"18,74",Dariusz Rekosz,Kryminał,"27,90","24,90",Bernardinum,,Zamach na Muzeum Hansa Klossa 
,"25,57",Tadeusz Biedzki,Kryminał,"18,90","24,90",Bernardinum,,Ostatnie srebrniki 
,,Michał Chmielewski,Kryminał,,,Literate,,Złe 
,,Bartłomiej Basiura,Kryminał,,,Rozpisani.pl,,Hipnoza 
,,Arthur Conan Doyle,Kryminał,,,Saga Egmont,,Sprawy Sherlocka Holmesa 
,,Agnieszka Sudomir,Kryminał,,,Literate,,Faza REM 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz - Brudna sprawa (Tom 7) 
,,Arthur Conan Doyle,Kryminał,"19,99",,Saga Egmont,,Pożegnalny ukłon 
,,Arthur Conan Doyle,Kryminał,"19,99",,Saga Egmont,,Dolina strachu 
,,Arthur Conan Doyle,Kryminał,,,Saga Egmont,,Znak Czterech 
,,Arthur Conan Doyle,Kryminał,,,Saga Egmont,,Studium w szkarłacie 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 1: Lista 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 2: Skok 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 4: Nowe ślady 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 3: Kurtka 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 5: Jesteś następny 
,,Inger Gammelgaard Madsen,Kryminał,,,Saga Egmont,,Czyściciel 6: Porządki 
,,Arthur Conan Doyle,Kryminał,,,Saga Egmont,,Pies Baskerville ów 
,,Aleksander Błażejowski,Kryminał,,,Saga Egmont,,"Korytarz podziemny ""B"" "
,,Aleksander Błażejowski,Kryminał,,,Saga Egmont,,Tekturowy Człowiek 
,,Paulina Kijas,Kryminał,,,Red book,,24h 
,,Mirosław Młodawski,Kryminał,,,Red book,,Światy 
,,Ina Lorelei,Kryminał,,,Wydawnictwo e-bookowo,,Zobaczyć Neapol i... 
,,Kazimierz Stachowicz,Kryminał,,,Witanet,,Pośmiertny uścisk. Spadek 
,,Karol Dere,Kryminał,,,Witanet,,Złodzieje wina 
,,Ewa Wiecha,Kryminał,,,Wydawnictwo e-bookowo,,Morderstwo (a)polityczne 
,,Marek Krzystek,Kryminał,,,Witanet,,Ubytki naturalne 
,,Celer Leszek,Kryminał,,,Prolektura,,Za nic 
,,Edgar Allan Poe,Kryminał,,,Masterlab,,Morella 
,,Paweł Jaszczuk,Kryminał,,,Witanet,,Testament 
,,Katarzyna Jezierska-Tratkiewicz,Kryminał,,,Wydawnictwo e-bookowo,,Miejscowa historia kryminalna 
,,Joanna Chmielewska,Kryminał,,,Wydawnictwo Klin,,Hazard 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Grobowiec rodziny von Rausch. Tom 10 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Skok śmierci. TOM 15 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Hieny. TOM 14 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Strzał na dancingu. TOM 13 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Ścigany przez samego siebie. TOM 12 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Wagon pocztowy. TOM 11 
,,Angela Gerrits,Kryminał,,,Filar,,Nieczysta gra 
,,Sławomir Bogacki,Kryminał,,,Wydawnictwo e-bookowo,,Jasna strona księżyca 
,,Remigiusz Mróz,Kryminał,,,Dolnośląskie,,Vestmanna Tom 1-3 
,,Leszek Mierzejewski,Kryminał,,,Psychoskok,,Handlarz obazów 
,,M. Ilves J.,Kryminał,,,Marginesy,,Bordertown Lalkarz 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Przerwany urlop. TOM 21 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Rozkład jazdy. Tom 9 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Złocisty. TOM 20 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Zamknąć za sobą drzwi. TOM 19 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Bilet do Frankfurtu. TOM 18 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Morderca działa nocą. TOM 17 
,,Krzysztof Szmagier,Kryminał,,,Agoy.pl,,Porucznik Borewicz. Ślad rękawiczki. TOM 16 
,,Marcel Moss,Kryminał,,,Filia,,Nie odpisuj / Nie patrz 
,,Martínez Agustín,Kryminał,,,Literackie,,Monteperdido 
,,Doyle Arthur Conan,Kryminał,,,Zysk i S-ka,,Sherlock Holmes Tom 1-3 
,,Katarzyna Tubylewicz,Kryminał,,,W.A.B.,,Bardzo zimna wiosna Tom 1 
,,Adolfsson Maria,Kryminał,,,W.A.B.,,Doggerland Podstęp Tom 1 
,,Browne Marshall,Kryminał,,,Harde Wydawnictwo,,Inspektor Andreas i praskie dossier 
,,Minka Kent,Kryminał,,,Filia,,Złe miejsce 
,,Pascal Engman,Kryminał,,,Amber,,Black Pill 
,,Liza Marklund,Kryminał,,,Czarna Owca,,Farma pereł 
,,Grzegorz Gołębiowski,Kryminał,,,Novae Res,,Dług krwi 
,,Eva Garcia Saenz de Urturi,Kryminał,,,Muza,,Władcy czasu 
,,Camilla Läckberg,Kryminał,,,Czarna Owca,,Camilla Lackberg Tom 5-8 Niemiecki bękart / Syrenka / Latarnik / Fabrykantka aniołków 
,,Camilla Läckberg,Kryminał,,,Czarna Owca,,Camilla Lackberg Tom 1-4 Księżniczka z lodu / Kaznodzieja / Kamieniarz / Ofiara losu 
,,Adam Regiewicz,Kryminał,,,Novae Res,,Ucieczki Jakuba Krafta 
,,zbiorowa praca,Kryminał,,,Zysk i S-ka,,Cicha noc Świąteczne zbrodnie 
,,Remigiusz Mróz,Kryminał,,,Filia,,Pakiet: Ekspozycja / Przewieszenie / Trawers / Deniwelacja / Zerwa 
,,Cain Rachel,Kryminał,,,Filia,,Pakiet: Żona mordercy / Mój ojciec jest mordercą / Polowanie na mordercę 
,,Małgorzata Wachowicz,Kryminał,,,Melanż,,Maska Mefisto 
,,Max Czornyj,Kryminał,,,Filia,,Pakiet: Grzech / Ofiara / Pokuta / Trauma / Klątwa 
,,Sue Watson,Kryminał,,,Filia,,Nasze małe kłamstwa / Mordercja jest wśród nas 
,,Remigiusz Mróz,Kryminał,,,Filia,,Behawiorysta / Iluzjonista 
15,,Zuzanna Pol,"Literatura faktu, reportaże, biografie","38,00",,Bellona,,Kolekcjonerka zbrodni 
,,Dusza Dariusz,Kryminał,,,Helion,,Zombie Fest 
139,,Wojciech Wójcik,Kryminał,"36,00",,Zysk i S-ka,,Himalaistka 
26,,Borowiec Aleksandra,Kryminał,"36,00",,Zysk i S-ka,,Gwiazda szeryfa 
,,Zawojska Katarzyna,Kryminał,,,Novae Res,,Kot psuje się od ogona 
,,Gaghart Ann H.,Kryminał,,,Dreams,,Morderstwo to nie wypadek 
,,Maciera Kasia,Kryminał,,,Melanż,,Długie cienie 
,,,Kryminał,,,Oficynka,,Złoczyńcy w uzdrowisku 3 
,,Daniel Radziejewski,Kryminał,,,Novae Res,,Miasteczko Anterrey Znamię 
,,Kałowska Grażyna,Kryminał,,,Białe Pióro,,"Zaśnij, laleczko "
,,Minka Kent,Kryminał,,,Filia,,Idealne życie / Perfekcyjne kłamstwo 
,,Carin Gerhardsen,Kryminał,,,Otwarte,,Opowiedz mi o nim 
,,Igor Brejdygant,Kryminał,,,W.A.B.,,Układ 
,,Sheryl Browne,Kryminał,,,W.A.B.,,Opiekunka 
,,Adam Nasielski,Kryminał,,,CM,,Biały jacht 
,,Lars Lenth,Kryminał,,,Literackie,,Mężczyźni którzy nienawidzą wilków 
,,Tomasz Prusek,Kryminał,,,Agora,,K.I.S.S 
,,Tomasz Prusek,Kryminał,,,Agora,,P.I.I.G.S 
,,Ty-ski Adam,Kryminał,,,Ciekawe Miejsca,,Mściciel Opowiadania kryminalne 
,,Krzysztof Beśka,Kryminał,,,Oficynka,,Krypta Hindenburga 
,,Max Czornyj,Kryminał,,,Filia,,Pakiet Grzech Ofiara Pokuta Trauma 
,,Fellowes Jessica,Kryminał,,,HarperCollins Polska,,Morderstwo po północy 
,,Volker Kutscher,Kryminał,,,W.A.B.,,Śliska sprawa 
,,Jacek Galiński,Kryminał,,,W.A.B.,,Kółko się pani urwało 
,,Andrew Mayne,Kryminał,,,W.A.B.,,Powiększenie 
,,Stukan Jarosław,Kryminał,,,Aktywa,,Seryjni mordercy 
,,Zygmunt Zeydler-Zborowski,Kryminał,,,LTW,,Zabrakło czwartego do brydża 
,,Zygmunt Zeydler-Zborowski,Kryminał,,,LTW,,Kardynalny błąd / Za dużo kobiet 
,,Zygmunt Zeydler-Zborowski,Kryminał,,,LTW,,Czwarty klucz 
,,Cudowski Tomasz,Kryminał,,,Maj Media,,Tonsury i kaptury 
,,Marta Matyszczak,Kryminał,,,Dolnośląskie,,Kryminał pod psem Tajemnicza śmierć Marianny Biel / Zbrodnia nad urwiskiem / Strzały nad jeziorem 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Taniec szkieletów 
,,Kałowska Grażyna,Kryminał,,,Białe Pióro,,Uważaj o czym śnisz 
,,Adam Nasielski,Kryminał,,,Ciekawe Miejsca,,Mecz o kobietę 
,,Wojtek Miłoszewski,Kryminał,,,W.A.B.,,Kastor 
,,Remigiusz Mróz,Kryminał,,,Czwarta Strona,,"Pakiet: W cieniu prawa/Czarna Madonna/Świt, który nie nadejdzie "
,,La Plante Lynda,Kryminał,,,W.A.B.,,Wdowy 
,,Robert Małecki,Kryminał,,,Czwarta Strona,,"Pakiet: Porzuć swój strach, Najgorsze dopiero nadejdzie, Koszmary zasną ostatnie "
,,Ryszard Ćwirlej,Kryminał,,,Czwarta Strona,,Pakiet: Tam Ci będzie lepiej/Tylko umarli wiedzą/Już nikogo nie słychać 
,,Michał Larek,Kryminał,,,Czwarta Strona,,Dekada Tom 3 Fatum 
,,Romański Marek,Kryminał,,,Ciekawe Miejsca,,Mord na Placu Trzech Krzyży 
,,Derkaczew Aleksander,Kryminał,,,Derkaczew Aleksander,,Czarter 
,,Pierre Lemaitre,Kryminał,,,Muza,,Pakiet Koronkowa robota Alex Ofiara 
,,Wotowski Stanisław Antoni,Kryminał,,,Ciekawe Miejsca,,Demon wyścigów 
,,,Kryminał,,,Oficynka,,Złoczyńcy w uzdrowisku 2 
,,Roy Jacek,Kryminał,,,LTW,,Romans ze śmiercią 
,,Masłowska-Burnos Alicja,Kryminał,,,Psychoskok,,Cisza 
,,Krystian Janik,Kryminał,,,Novae Res,,Pomsta 
,,"Ryttel Piotr, Ryttel Karol",Kryminał,,,Psychoskok,,Historie kryminalne i obyczajowe Wiek XIX Część 2 
,,Farell Janet,Kryminał,,,Edipresse Polska,,Historie z dreszczykiem Przygody Jessiki Bannister Tom 2 
,,Alex Michaelides,Kryminał,,,W.A.B.,,Pacjentka 
,,Petros Markaris,Kryminał,,,Noir Sur Blanc,,Kasacja po grecku 
,,Agnieszka Krawczyk,Kryminał,,,Sol,,Dziewczyna z aniołem 
,,Winters Ben H.,Kryminał,,,RM,,Ostatni policjant Część 3 Utracony świat 
,,Araminta Hall,Kryminał,,,W.A.B.,,Okrutne pragnienie 
,,Kassner Monika,Kryminał,,,Silesia Progress,,Sprawa Salzmanna 
,,Jens Henrik Jensen,Kryminał,,,Helion,,Mroczni ludzie 
,,Remigiusz Mróz,Kryminał,,,Filia,,Nieodnaleziona / Nieodgadniona 
,,Agnieszka Pruska,Kryminał,,,Oficynka,,Żeglarz 
,,Izabela Żukowska,Kryminał,,,Oficynka,,Teufel 
,,Aleksander Wierny,Kryminał,,,Oficynka,,Teraz 
,,Alfred Siatecki,Kryminał,,,Oficynka,,Postrzelony 
,,Collins Max Allan,Kryminał,,,Oficynka,,Ostre cięcie 
,,Piotr Schmandt,Kryminał,,,Oficynka,,Fabryka pokory 
,,Jennings Maureen,Kryminał,,,Oficynka,,Detektyw Murdoch Biedny Tom już wystygł 
,,Jennings Maureen,Kryminał,,,Oficynka,,Pod gwiazdami Smoka Detektyw Murdoch 
,,,Kryminał,,,Oficynka,,Niebyt i inne historie kryminalne 
,,"Clinton Bill, Patterson James",Kryminał,,,Znak,,Gdzie jest Prezydent 
,,Gabhart Ann H.,Kryminał,,,Dreams,,Morderstwo w sądzie 
,,,Kryminał,,,Albatros,,Najlepsze amerykańskie opowiadania kryminalne 
,,Maciej Paterczyk,Kryminał,,,Videograf,,Morze krwi ziemia ognia 
,,Val McDermid,Kryminał,,,Papierowy Księżyc,,Miejsce egzekucji 
,,Kati Hiekkapelto,Kryminał,,,Ringier Axel Springer,,Bezsilni 
,,Tomasz Kin,Kryminał,,,Ringier Axel Springer,,Bez przedawnienia 
,,Corrie Jackson,Kryminał,,,W.A.B.,,Fashion Victim 
,,Paweł Cwynar,Kryminał,,,Bernardinum,,"Wysłuchaj mnie, proszę.. "
,,Kulawski Wojciech,Kryminał,,,Ciekawe Miejsca,,Między udręką miłości a rozkoszą nienawiści 
,,Reich Marta,Kryminał,,,Oficynka,,Morderstwo i cała reszta 
,,Bachrach Daniel,Kryminał,,,Ciekawe Miejsca,,Kobieta wino i hazard 
,,Heidi Perks,Kryminał,,,Otwarte,,Jak mogłaś 
,,Winters Ben H.,Kryminał,,,RM,,Ostatni policjant Tom 2 Opuszczone miasto 
,,"Dukey Ker, Webster K.",Kryminał,,,NieZwykłe,,Skradzione laleczki 
,,Rudzka Teresa Monika,Kryminał,,,Lucky,,Ona przyszła ostatnia 
,,Bonnier Jonas,Kryminał,,,Znak,,Helikopter 
,,Ove Løgmansbø,Kryminał,,,Dolnośląskie,,Ślady zbrodni Połów / Enklawa / Prom 
,,"Szymiczkowa Maryla, Dehnel Jacek, Tarczyński Piotr",Kryminał,,,Znak,,Seans w Domu Egipskim 
,,"Cussler Clive, Scott Justin",Kryminał,,,Amber,,Snajper 
,,Gilbert Keith Chesterton,Kryminał,,,Fronda,,Mądrość księdza Browna 
,,Magda Stachula,Kryminał,,,Znak,,W pułapce 
,,Karen Cleveland,Kryminał,,,W.A.B.,,Muszę to wiedzieć 
,,Zygmunt Zeydler-Zborowski,Kryminał,,,LTW,,Dwie lewe nogi / Kukułka bez zegara 
,,Richards Douglas E.,Kryminał,,,NieZwykłe,,Ułamek sekundy 
,,Patricia Gibney,Kryminał,,,NieZwykłe,,Inspektor Lottie Parker Tom 1 Zaginieni 
,,Zygarowska Olga,Kryminał,,,Vectra,,Kryptonim: KARP 
,,Agnieszka Płoszaj,Kryminał,,,W.A.B.,,Ogrodnik 
,,Kłoś Kazimierz,Kryminał,,,Ciekawe Miejsca,,Listy przyniosły śmierć 
,,Mech Jerzy M.,Kryminał,,,Ciekawe Miejsca,,Szyfr zbrodni 
,,Holmén Martin,Kryminał,,,Helion,,Klincz 
,,Maurycy Nowakowski,Kryminał,,,Filia,,Przypadek 
,,Alek Rogoziński,Kryminał,,,Melanż,,Ukochany z piekła rodem 
,,,Kryminał,,,Media Rodzina,,Obrączka diabła 
,,Terri Blackstock,Kryminał,,,Dreams,,Dopóki biegnę... 
,,Stein Jesper,Kryminał,,,Helion,,Niepokój 
,,Brennan Terry,Kryminał,,,Święty Wojciech,,Tajemny szyfr 
,,McFadyen Cody,Kryminał,,,Filia,,Smoky Barrett 2 Oblicze śmierci 
,,Ewelina Dyda,Kryminał,,,W.A.B.,,Przychodzę nie w porę 
,,Tomasz Wachowicz,Kryminał,,,Poligraf,,Miasto Surre 
,,Clive Cussler,Kryminał,,,Amber,,Przemytnik 
,,Bukowiecki Aleksander,Kryminał,,,Białe Pióro,,Operacja Pelagia 
,,Michelle Richmond,Kryminał,,,Otwarte,,I że cię nie opuszczę 
,,Fellowes Jessica,Kryminał,,,HarperCollins Polska,,Morderstwo w pociągu 
,,"Ribas Rosa, Hofmann Sabine",Kryminał,,,Sonia Draga,,Granatowe mundury 
,,Marcin Wroński,Kryminał,,,W.A.B.,,Pogrom w przyszły wtorek 
,,Anna Kłodzińska,Kryminał,,,CM,,Wrak 
,,A. G. Riddle,Kryminał,,,Filia,,Akta zagłady Tom 1 Pandemia 
,,Adam Podlewski,Kryminał,,,Skarpa Warszawska,,Zaułki dobrej nadziei 
,,Gawkowski Krzysztof,Kryminał,,,Warszawska Firma Wydawnicza,,Cień przeszłości 
,,"Cussler Clive, Russel Blake",Kryminał,,,Amber,,Klątwa Salomona 
,,Cummings Fiona,Kryminał,,,Amber,,Zemsta kolekcjonera 
,,Izabela Szylko,Kryminał,,,Burda Publishing Polska,,Szpilki za milion funtów 
,,Faber Janusz,Kryminał,,,Ciekawe Miejsca,,Ślady prowadzą w noc 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Królowa nocy 
,,Arnaldur Indridason,Kryminał,,,W.A.B.,,Czarne powietrza 
,,A.J. Finn,Kryminał,,,W.A.B.,,Kobieta w oknie 
,,Tadeusz Cegielski,Kryminał,,,W.A.B.,,Nowy lepszy morderca 
,,Hanna Greń,Kryminał,,,Replika,,Wilcze kobiety 
,,Karina Krawczyk,Kryminał,,,Oficynka,,Pułapka pożądania 
,,Nora Roberts,Kryminał,,,Edipresse Polska,,Kłamca / Obsesja 
,,Fohr Andreas,Kryminał,,,Filia,,Czarny szlak 
,,Liana Piotr,Kryminał,,,Oficynka,,Persona non grata 
,,A. Denzil Sarah,Kryminał,,,Filia,,Milczące dziecko 
,,Sharon Bolton,Kryminał,,,Amber,,Zagubieni 
,,Wołowski Jacek,Kryminał,,,Ciekawe Miejsca,,Kryptonim Proszek do prania 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Nocny gość Skradziona biżuteria 
,,Kulawski Wojciech,Kryminał,,,Ciekawe Miejsca,,Lista sześciu 
,,Wotowski Stanisław Antoni,Kryminał,,,Ciekawe Miejsca,,Krwawa hrabina 
,,Otto Stemin,Kryminał,,,Ciekawe Miejsca,,Musiałem zabić 
,,Gołembowicz Wacław,Kryminał,,,Ciekawe Miejsca,,Przygody chemiczne Sherlocka Holmesa 
,,Marta Zaborowska,Kryminał,,,Czarna Owca,,"Najlepsze polskie kryminały Gwiazdozbiór / Księgobójca / Człowiek, który musiał umrzeć "
,,Sharon Bolton,Kryminał,,,Amber,,Małe mroczne kłamstwa / Stokrotka w kajdanach / Blizna 
,,Jo Nesbo,Kryminał,,,Dolnośląskie,,Wybawiciel / Pierwszy śnieg / Pancerne serce 
,,Jo Nesbo,Kryminał,,,Dolnośląskie,,Czerwone gardło / Trzeci klucz / Pentagram 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica zaginionej syreny 
,,Jennings Maureen,Kryminał,,,Oficynka,,Detektyw Murdoch Grzechy krwi 
,,Agnieszka Pruska,Kryminał,,,Oficynka,,Spadkobierca 
,,,Kryminał,,,Oficynka,,Pakiet Gdańskie ścieżki kryminalne 
,,Małgorzata Sobieszczańska,Kryminał,,,Oficynka,,Premiery nie będzie 
,,,Kryminał,,,Oficynka,,Pakiet Kryminalny rajd przez wieki 
,,,Kryminał,,,Oficynka,,Lukrecja z Kamiennej Grobli 
,,Paweł Pollak,Kryminał,,,Oficynka,,Pakiet Zbrodnia i miłość 
,,,Kryminał,,,Oficynka,,Pakiet W Mieście Grzechu 
,,Iwona Banach,Kryminał,,,Szara Godzina,,Maski zła / Czarci krąg 
,,Katarzyna Marciszewska,Kryminał,,,Novae Res,,Wiedźmy Himmlera 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica porwanego wieloryba 
,,Clive Cussler,Kryminał,,,Amber,,Pirania / Oko Niebios 
,,Jonasson Ragnar,Kryminał,,,Amber,,Milczenie lodu / Milczenie nocy / Zaćmienie 
,,Remigiusz Mróz,Kryminał,,,Filia,,W kręgach władzy Tom 2 Większość bezwzględna 
,,Magiera Wojciech,Kryminał,,,Vectra,,Fragmenty zdarzeń 
,,Małgorzata Rogala,Kryminał,,,Poznańskie,,Dobra matka / Ważka / Zastrzyk śmierci 
,,,Kryminał,,,Oficynka,,Złoczyńcy w uzdrowisku 
,,Remigiusz Mróz,Kryminał,,,Poznańskie,,Kasacja / Zaginięcie / Rewizja / Immunitet / Inwigilacja 
,,McFadyen Cody,Kryminał,,,Filia,,Smoky Barrett Tom 1 Cień bestii 
,,"Piotr Ryttel, Karol Ryttel",Kryminał,,,Psychoskok,,Historie kryminalne Wiek XIX cz I 
,,Winters Ben H.,Kryminał,,,RM,,Ostatni policjant 
,,Nordbo Mads Peder,Kryminał,,,Burda Publishing Polska,,Dziewczyna bez skóry 
,,Victoria Jenkins,Kryminał,,,Amber,,Dziewczyny w wodzie 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica Purpurowego Pirata 
,,Sharon Bolton,Kryminał,,,Amber,,Już jesteś martwa 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica płonącego urwiska 
,,Jenkins Jerry,Kryminał,,,Święty Wojciech,,Pergaminy 
,,Aleksandra Marinina,Kryminał,,,Edipresse Polska,,Iluzja grzechu Część 2 
,,"Bojarski Piotr, Głębocki Bohdan, Ćwirlej Ryszard, Rutnicka Olga, Grzegorzewska Gaja, Jodełka Joanna,",Kryminał,,,Media Rodzina,,Trupów hurtowo trzech 
,,Przemysław Garczyński,Kryminał,,,Novae Res,,Kelner 
,,Marcin Król,Kryminał,,,W.A.B.,,Prowincja 
,,Sven Elvestad,Kryminał,,,Ciekawe Miejsca,,Człowiek z niebieskim szalem 
,,Anna Kłodzińska,Kryminał,,,Ciekawe Miejsca,,Świetlista igła 
,,Janet Evanovich,Kryminał,,,Fabryka Słów,,Stephanie Plum Natrętna dziewiętnastka 
,,Doyle Arthur Conan,Kryminał,,,Olesiejuk,,Powrót Sherlocka Holmesa 
,,Reich Marta,Kryminał,,,Oficynka,,Sztuki i Sztuczki 
,,Mo Johanna,Kryminał,,,Helion,,Tak sobie wyobrażałam śmierć 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica Szalonego Demona 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica bezgłowego konia 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica magicznego kręgu 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica sobowtóra 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica Śmiertelnej Pułapki 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica stracha na wróble 
,,Viktor Arnar Ingólfsson,Kryminał,,,Helion,,Tajemnica wyspy Flatey 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica Rafy Rekina 
,,Andy Chandler,Kryminał,,,Siedmioróg,,Tajemnica Zamku Grozy 
,,Anna Karolina,Kryminał,,,12  Posterunek,,Skradziony pawian 
,,Marynina Aleksandra,Kryminał,,,Edipresse Polska,,Cudza maska Część 1 
,,Marynina Aleksandra,Kryminał,,,Edipresse Polska,,Cudza maska Część 2 
,,Marynina Aleksandra,Kryminał,,,Edipresse Polska,,Stylista Część 1 
,,Marynina Aleksandra,Kryminał,,,Edipresse Polska,,Stylista Część 2 
,,Agata Christie,Kryminał,,,Dolnośląskie,,Słonie mają dobrą pamięć 
,,James Thompson,Kryminał,,,Amber,,Biel Helsinek / Krew Helsinek 
